id,qualified_name,source_labels,kind,domain,group_order,point_count,real_dimension,complex_dimension,rank,carrier_real_dimension,standing,definition,formula_or_action,boundary,source_ids
cp1-line-space,Projective complex line space in the reference gauge,"[""CP1"", ""CP^1""]",projective space,Lines in the specified complex doublet,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The Program 2 line map has a two-point image {L0,L1} within a common reference CP1 gauge. The full projective space is not that two-element image.","ell: S_12 x M_4 -> {L0,L1} subset CP1","No absolute Pauli axis, raw Hilbert transport, probability law or physical instrument is selected merely by this codomain.","[""LINES""]"
s12-phase-set,Twelve-state phase factor of the serialized line map,"[""S12"", ""S_12""]",finite structured set,Phase factor in ell:S_12 x M_4 -> CP1,,12,,,,,Source-recorded; no original mathematical producer re-executed here.,"The source gives twelve phase states, each with four local modes. Here S_12 is a set of twelve phase objects, not the symmetric group on twelve letters. The source connects these objects to the six face carriers and two relative orientations.",S_12: six faces x two phase states,Keep this view linked to the face-phase objects; do not identify it with twelve pentagons.,"[""LINES"", ""CONNECTION""]"
m4-mode-set,Four local signed modes of the line-map domain,"[""M4"", ""M_4""]",finite indexed mode set,Local mode factor in S_12 x M_4,,4,,,,,Source-recorded; no original mathematical producer re-executed here.,The four local signed event modes consist of two positive and two negative modes. This four-element factor in the serialized map is not a four-by-four matrix algebra and not the equation tag M4.,ell domain has 12 x 4 = 48 phase-mode pairs,The point-mode labels and the linear representation they index remain separate.,"[""LINES"", ""PARTITIONS""]"
p01-line-partitions,Two relative-complex-line partitions,"[""P0"", ""P1"", ""P_0"", ""P_1""]",partition pair,Four local signed event modes on a native face,,2,,,,,Source-recorded; no original mathematical producer re-executed here.,The two distinct partitions each pair a positive and a negative mode into projective lines. The selected same-face phase-flip transport exchanges these partitions. Here P0 is not the frame-common projector.,P0 <-> P1 under the selected phase flip,A partition of four modes is not an orthogonal projector unless the corresponding operator is separately constructed.,"[""LINES"", ""PARTITIONS""]"
t01-edge-connection,Same-face forward and reverse connection maps,"[""T01"", ""T10"", ""T_01"", ""T_10""]",oriented-edge transport pair,A selected 6K2 phase-flip edge,,,,,,,Source-recorded; no original mathematical producer re-executed here.,The numeric indices are ordered endpoints 0 and 1. The source gives T_10=T_01^-1=T_01 for this local involutory transport. That T_10 is not the macro-history actor T10.,T_10=T_01^-1=T_01,Do not infer an order-ten transport from the two endpoint indices. Preserve the edge and its local representation.,"[""TWISTED""]"
connection-doublet,Twisted-covariant two-sheet connection object,"[""C2_connection"", ""connection_doublet""]",unordered transport doublet,The six same-face phase-flip edges,,2,,,,,Source-recorded; no original mathematical producer re-executed here.,"The source distinguishes a selected sheet T_f from its residual companion R_f T_f. The unordered pair is covariant, whereas strict covariance of one selected sheet fails under the full tested sign-reversing sector.","{T_f,R_f T_f}; h{T_f,R_f T_f}h^-1={T_hf,R_hf T_hf}","The twisting C2 is explicitly not identified with physical parity, charge conjugation or time reversal.","[""TWISTED""]"
c4-crown-loop,Four-cycle loop in the crown orbital,"[""C4"", ""C_4""]",graph-cycle target,Opposite-phase crown connection frontier,,4,,,,,Named graph-loop target; a source-selected holonomy is not yet given.,"The source proposes a genuine induced C4 loop as the next connection/holonomy target. Here C4 means a four-vertex graph cycle, not an asserted cyclic action or an already selected connection.",Induced four-cycle in the crown orbital,The source leaves the crown connection and its curvature unselected.,"[""TWISTED""]"
rotor-so3,Conventional full-frame rotation group,"[""SO3"", ""SO(3)""]",continuous rotation group,Separately declared mechanical orientation model,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The full-frame rotation Q acts on an oriented axis n=Q e3. The stabilizer geometry and precession formulas are conventional correspondence calculations, not a derived finite native symmetry.","SO(3) -> S^2, Q -> Q e3",The axis map is not a group homomorphism or a normal-kernel quotient.,"[""CONSERVATIVE""]"
rotor-so2,Oriented-axis rotation stabilizer,"[""SO2"", ""SO(2)""]",embedded stabilizer subgroup,SO(3) fixing the selected oriented axis,,,,,,,Source-recorded; no original mathematical producer re-executed here.,The rotations h_theta about e3 form the stabilizer of that oriented axis. Each different axis has a conjugate stabilizer. This is not automatically every QR U1 or C_n phase.,Stab_SO3(e3) ~= SO(2),An embedded stabilizer and an invisible normal subgroup are different roles.,"[""CONSERVATIVE""]"
rotor-o2,Unoriented-axis stabilizer in rotations,"[""O2"", ""O(2)""]",embedded two-component stabilizer,SO(3) preserving the line R e3,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The source constructs the two components {h_theta} and {s h_theta}, with s e3=-e3 and det(s)=1. This embedded O(2) differs from the surface winding-plane reference envelope by its ambient group and action.",s h_theta s=h_-theta; stabilizer of an unoriented axis,Not an identification with the surface O(2) connection or a native finite D8.,"[""CONSERVATIVE""]"
rotor-sphere,Oriented-axis sphere base,"[""S^2""]",homogeneous space,SO(3)/SO(2) in the conventional rotor model,,,,,,,Source-recorded; no original mathematical producer re-executed here.,The sphere of oriented axes is the base of the full-frame map. Its local transverse phase chart is not a global product decomposition. This S^2 is not the square of an operator S.,SO(2) -> SO(3) -> S^2,No universal native spacetime sphere or global independent phase coordinate is inferred.,"[""CONSERVATIVE""]"
rotor-projective-base,Unoriented-axis projective base,"[""RP2"", ""RP^2""]",homogeneous/projective space,Axes without an orientation in the rotor comparison,,,,,,,Source-recorded; no original mathematical producer re-executed here.,The unoriented line base corresponding to the embedded two-component stabilizer. It differs from the oriented sphere because n and -n represent the same line.,SO(3)/O(2) ~= RP^2 in the specified stabilizer model,Not the complex line space CP1 or the native phase quotient by a matching number.,"[""CONSERVATIVE""]"
inertia-moments,Transverse and axial heavy-top moments,"[""I1"", ""I3"", ""I_1"", ""I_3""]",physical-model scalar parameters,Conventional symmetric heavy top about a fixed pivot,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"I1 is the transverse moment about the pivot and I3 the axial moment. These are not identity matrices of size one or three, despite identical subscript spelling.",L3=I3 omega3; regular balance I1 Omega^2 cos(theta)-L3 Omega+Mgr=0,"These inertia inputs are imported mechanical assumptions, not finite QR outputs.","[""CONSERVATIVE""]"
top-l3,Axial angular momentum of the heavy-top example,"[""L3"", ""L_3""]",physical-model scalar,The fixed-pivot symmetric-top comparison,,,,,,,Source-recorded; no original mathematical producer re-executed here.,The axial component L3=I3 omega3 entering regular-precession balance. It is not a third complex line or an audit priority label.,L3=I3 omega3,No native angular momentum calibration is inferred.,"[""CONSERVATIVE""]"
wxyz-m-controls,Binary-coordinate Mode lookalike control maps,"[""M0"", ""M1"", ""M_0"", ""M_1""]",declared comparison maps,"Toy coordinates (p,mu,r) in the WXYZTI nonidentification test",,,,,,,Source-recorded; no original mathematical producer re-executed here.,Both maps flip p and mu while either retaining or flipping the role bit. The source uses their commutation with R to show that flipping an extra bit does not by itself establish the required noncommuting Mode law.,"M_k(p,mu,r)=(-p,1-mu,r+k), k in F2","These are counterexample/control maps, not admitted native Mode actors.","[""WXYZ_SECTION""]"
wxyz-six-position,Six-position realized circuit coordinate,"[""Z6"", ""Z_6"", ""C6""]",finite cyclic index set/action,Occurrence positions j in each retained WXYZTI circuit,,6,,,,,Source-recorded; no original mathematical producer re-executed here.,The channel shift j->j+2 and reciprocal-role exchange j->j+3 commute on the six-position register. This commuting action is not the modal reflection that inverts phase.,C_W:j->j+2; R_W:j->j+3 mod6,The six-cycle index does not establish a D5 history or a noncommuting event S3.,"[""WXYZ_SECTION""]"
cellular-generators,Four companion-history presentation generators,"[""x1"", ""x2"", ""x3"", ""x4"", ""x_1"", ""x_2"", ""x_3"", ""x_4""]",group-presentation generator family,The declared integral companion history group,,,,,,,Source-recorded; no original mathematical producer re-executed here.,The x_i are four positive generators represented by oriented loop edges. Their equal-square relations and other relators define the presentation. They are not coordinates of a generic state or binary kernel bits.,"x_j^2=x_1^2 for j=2,3,4; W4(x_i)=1",Preserve complete word order and presentation relations; do not substitute endpoint values for words.,"[""WINDING""]"
cellular-r3-word,Six-increment companion word representative,"[""r3"", ""r_3""]",group word,The specified cellular companion presentation,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The source names r3=(x1 x2 x3)^2, with the same reported finite endpoint as another word but different integer winding. This r3 is a word name, not the third power of a generator in compressed notation.",r3=(x1 x2 x3)^2; W4(r3)=6; N(r3)=3,Not an analyzer R3 matrix or an abstract rank-three space.,"[""WINDING""]"
history-primitive-family,Three primitive registered homology species,"[""r0"", ""r1"", ""r2"", ""r_0"", ""r_1"", ""r_2""]",homology class family,Inherited rank-three registered-history homology register,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The manuscript retains three primitive species r0,r1,r2 and a visibility test selecting r1 for its temporal readout. This is a family of classes, not a three-state finite phase.",phi1(r0)=0; phi1(r1)=1; phi1(r2)=0,"The family is inherited from its own original history domain, not automatically the cellular W4 presentation.","[""HISTORY_CLASSES""]"
frame-sign-values,Golden-sector and conjugate-current eigenvalue signs,"[""s5"", ""r5""]",spectral scalar labels,Joint eigenmodes of J5 and R5 in the event subspace,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The lower-case signs s5,r5 are eigenvalues +/-1, not the upper-case involutions J5,R5. Listing all four as aliases would collapse an operator with its readout.","(s5,r5) = (eigenvalue of J5, eigenvalue of R5)",Not the primitive history r1 or a cyclic group C5.,"[""CORE"", ""CHAT""]"
g2-word-spelling,Compressed square-of-g source key,"[""g2""]",source-key / operation spelling,Source checks referring to the square of selected g,,,,,,,Source-recorded; no original mathematical producer re-executed here.,The key g2_equals_r1_on_all_signed_blocks records g squared. It does not introduce a new generator called g2 or the exceptional Lie group G2.,g2 in this check means g^2,Use the underlying action equation before naming an object; no Lie-group G2 is inferred.,"[""CARTAN"", ""HISTORY_PHASE""]"
quotient-q30,Original native double-cover projection,"[""q30"", ""q_30""]",quotient map,G60 -> original G30,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The map to the orbit under the central deck involution a. The map is not the quotient graph, its matrix, or an additional thirty-state carrier.",q30(v)=[v]_<a>,"Keep map, domain and codomain separately named.","[""QUOTIENTS""]"
quotient-q15,Native Klein-orbit projection,"[""q15"", ""q_15""]",quotient map,G60 -> G15,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The map assigning a native vertex its V4 orbit. The original thirty-state quotient refines these fibers, but that relation does not identify the two maps.",q15(v)=[v]_V4,Not the G15 adjacency or a fifteen-dimensional scalar functional.,"[""QUOTIENTS""]"
n0-count-domain,Nonnegative integer iteration domain,"[""N0"", ""N_0""]",scalar set,Counts of repeated histories,,,,,,,Source-recorded; no original mathematical producer re-executed here.,The nonnegative integers indexing allowed repetition counts. This is not a group called N0 or the initial value of a separately specified sequence.,"n in N0={0,1,2,...}",The domain alone is not a native source law.,"[""SCALAR""]"
n1-registration-count,Registered binary outcome-one count,"[""N1"", ""N_1""]",scalar count function,Supplied-weight mechanical registration sequence,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The count of ones in the defined binary sequence. Its telescoping formula proves realization once alpha and the update are supplied, not native selection of the weight or chronology.",N1(N)=floor(N alpha+theta)-floor(theta),Not the nonnegative integer set N0 or a native state-space cardinality.,"[""MEASURE""]"
b1-betti,First Betti number of the reference surface,"[""b1"", ""b_1""]",topological rank,The closed orientable surface used in the phase-lift example,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The source gives b1=2g=42 for genus21. The subscript denotes homological degree, not a receipt bit b_1 or Bob setting B1.",b1=42,This rank is not a new four-dimensional or forty-two-point carrier.,"[""SURFACE""]"
d0-section-sign,Initial signed-switching section convention,"[""d0"", ""d_0""]",scalar sign convention,Projective signed analyzer section,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The convention d(g,0)=+1 selects representatives of the signed switching class. The source shows that this section need not multiply exactly before rephasing.","d(g,0)=+1",Not the cochain map D0 or a canonical absolute axis orientation.,"[""SIGNED_AXIS""]"
d1-tick-depth,Event depth of one declared winding traversal,"[""d1"", ""d_1""]",scalar execution cost,A selected primitive registered-history traversal,,,,,,,Source-recorded; no original mathematical producer re-executed here.,The number of event steps required by that declared traversal. The corresponding tick-per-event rate is 1/d1. Its local index does not define a universal one-event tick.,tick rate = 1/d1,Event depth and signed winding remain different quantities.,"[""HISTORY_TIME""]"
d34-move-labels,Balanced-release d3/d4 move-class labels,"[""d3"", ""d4""]",native move-class references,Balanced-release execution grammar referenced by the winding extraction,,,,,,,Source-referenced move classes; full region reconstruction outside this scan.,"The companion-word source distinguishes d4 connectors from the extracted positive companion factors. In that particular receipt extraction they contribute no companion factor. That does not mean no physical or causal cost, or that the complete move grammar is reconstructed here.",Ordinary d4 connectors contribute no factor to this extracted companion word,The fully scanned packet does not contain the complete region move definition; preserve the original d3/d4 grammar source.,"[""WINDING""]"
coordinate-variables,Indexed endpoint and state-coordinate variables,"[""x0"", ""x1"", ""x2"", ""x_0"", ""x_1"", ""x_2"", ""y1"", ""y2"", ""y_1"", ""y_2"", ""z0"", ""z_0""]",indexed variable families,The local context in which a state or bit is written,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The same x1 can be a state at event one or the first bit of a kernel point. These are local variable uses, not global reusable mathematical objects. The occurrence index retains the defining sentence.","History states x_n; kernel points (i,x1,x2); target bits y1,y2",Do not merge chronology indices with coordinate slots or the cellular presentation generators x_i.,"[""BASE"", ""KERNEL""]"
basis-vector-family,Coordinate basis-vector family,"[""e1"", ""e2"", ""e3"", ""e_1"", ""e_2"", ""e_3""]",basis vectors,Declared conservative/rotor comparison space,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The vectors e1,e2,e3 are coordinate basis vectors in the explicit comparison calculations. They are not completed events e_i merely because the same letter and index occur in event histories.",e_i = ith coordinate basis vector in the specified space,Basis choice and event registration require separate domains.,"[""CONSERVATIVE""]"
event-index-family,Chronologically indexed events,"[""e1"", ""e2"", ""e3"", ""E1"", ""E2"", ""E3"", ""e_1"", ""e_2"", ""e_3""]",event-record variable family,Ordered QR event histories,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The event index specifies chronological position. It does not identify a frame character E_k, a face representation E2, or a coordinate vector e_k.","(e1,r1) o (e2,r2) ...",The variables are local to the declared history; no global equivalence is created by the index.,"[""BASE""]"
torsor-t-variables,Selected-reference torsor elements,"[""t1"", ""t2"", ""t_1"", ""t_2""]",torsor element variables,Two-member orientation torsor in the reconciliation theorem,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The compared elements t1,t2 are points of a supplied orientation torsor. They are not times, a macro transport, or the Lie generators T_i.",sigma_ref(t1) sigma_ref(t2),The comparison needs a declared torsor and action; naming its elements does not construct a cross-register map.,"[""INCIDENCE""]"
wxyz-a-variables,Intermediate WXYZTI register entries,"[""a1"", ""a2"", ""a_1"", ""a_2""]",state-coordinate variables,The source six-step closure argument,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The changed first-slot values in the displayed shared-output sequence. They are intermediate register values, not independent generators of an alternating group or new native graph vertices by convention.","(a,b,c) -> (a1,b,t) -> ... -> (a2,t,c)",The occurrence-dependent native endpoint/path assignment remains its own open crosswalk.,"[""WXYZ_CHOOSER"", ""WXYZ_SECTION""]"
paired-coordinate-flags,Paired u/v local relation indices,"[""u0"", ""u1"", ""u2"", ""v0"", ""v1""]",source-local coordinate/flag family,Native input bundle Boolean relation fields,,,,,,,Source-field names resolved as local index syntax; underlying relation meaning requires the enclosing record.,"The input bundle contains flags such as u0_v0 and u0_v1. These are source-local paired indices, not continuous U(1)/U(2), and v1 in that context is not a schema version.","Read the complete field name, e.g. u0_v1",The registry does not assign unseen physical or group meaning to these Boolean field indices.,"[""BUNDLE_INPUT""]"
su3-target,SU(3) completion target,"[""SU3"", ""SU(3)""]",unestablished continuous-group target,Charge-Cartan source next-frontier list,,,,,,,Explicitly uncompleted target.,The source lists SU3 completion among possible additional constraints on the charge algebra. It does not derive that completion or numerical Standard Model charges.,Referenced next target: SU3 completion,Not an admitted gauge group or a proved identification.,"[""CARTAN""]"
su4-target,Excluded physical SU(4) gauge identification,"[""SU4"", ""SU(4)""]",unestablished interpretation target,Boundary of the selected face-reflection audit,,,,,,,Boundary-only occurrence; no admitted physical group.,"The source expressly says no physical SU4 gauge claim is derived by its finite reflection selector. The label must therefore stay in the boundary/target bin, not the proved-structure column.",physical SU4 gauge claim: not derived,A C^4 representation is not proof of a physical SU4 gauge symmetry.,"[""RESIDUAL""]"
periodic-t3,Periodic three-torus Maxwell domain,"[""T^3""]",topological domain,The conventional periodic Maxwell operator example,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The torus supplies the periodic function domain for the curl operator. The superscript denotes a threefold product, not the third power of an event transport T.",T^3=(R/2pi Z)^3,Not a finite C3 event-phase action or a native spatial derivation.,"[""CONSERVATIVE""]"
l2-field-space,Square-integrable field space,"[""L2"", ""L^2""]",function-space family,Periodic Maxwell fields on the stated domain,,,,,,,Source-recorded; no original mathematical producer re-executed here.,L^2 denotes a function-space integrability class. It is not the second inert complex line L2 or an appendix source identifier. Boundary and curl-domain conditions remain part of the operator specification.,L^2(T^3; C^3),Do not infer a two-dimensional finite space from the exponent two.,"[""CONSERVATIVE""]"
k2-edge,Two-vertex complete edge graph,"[""K2"", ""K_2""]",finite graph,An individual edge component or Cartesian-product factor,,2,,,,,Source notation and structure as recorded; no native producer rerun.,"K2 is a complete graph on two vertices in 6K2 and C6 square K2. It is a component/factor, not the full six-edge orbital or the prism. A different K_2 in the face-envelope calculation is a Lie generator.","K2: two vertices, one edge","Keep graph component, disjoint union, Cartesian product, and operator-generator meanings separate.","[""CONNECTION"", ""MACRO_EXCERPT""]"
k6-component,Complete six-vertex orbital component,"[""K6"", ""K_6""]",finite graph,A component of the same-phase 2K6 orbital,,6,,,,,Source notation and structure as recorded; no native producer rerun.,The individual complete six-vertex graph in the disjoint union of two same-phase components. The source explicitly leaves the corresponding connection selection open.,2K6 is two disjoint copies of K6,A component is not the whole twelve-point orbital.,"[""CONNECTION""]"
c6-cycle-graph,Six-cycle graph factor,"[""C6"", ""C_6""]",finite graph,Hexagonal factor of the binary-support prism,,6,,,,,Source notation and structure as recorded; no native producer rerun.,"The six-vertex cycle appearing in C6 square K2. Its graph automorphism group and any selected cyclic transport would be additional objects, not consequences of using the graph name.",C6: hexagonal cycle,Not the six-position WXYZTI action without a domain map.,"[""MACRO_EXCERPT""]"
integer-lattices,Integral coordinate lattice family,"[""Z^3"", ""Z^4"", ""Z^9""]",free abelian group family,Declared chain groups or Fourier-index lattices,,,,,,,Source notation and structure as recorded; no native producer rerun.,"Z^n denotes a rank-n free abelian group or integer lattice. For example, the four-generator cellular C1 group is Z^4, while periodic Maxwell Fourier indices lie in Z^3. These are not cyclic residues modulo n.",Z^n with coordinatewise addition,Preserve the coefficient ring and the actual chain/Fourier domain.,"[""WINDING"", ""CONSERVATIVE""]"
power-expression,Powers and repeated-composition notation,"[""F^5"", ""S^5"", ""a^2"", ""b^2"", ""r^4"", ""J5^2"", ""K5^2""]",syntax layer,"A previously defined operator, scalar, group element or set",,,,,,,Explicit notation triage; local semantic context still required.,"An exponent usually constructs a power of an already named object. It does not create a fresh letter-number label. Some superscripts instead indicate scalar-space dimension, cochain degree or a sphere; those meanings are named separately in this register.","F^5 is the fifth power of F, not a new object called F5",Read the base object and mathematical syntax. This bin is not a theorem that every superscript is an operator power.,"[""FRAMES"", ""CHAT""]"
source-path-fragments,Letter-number fragments inside source paths and schemas,"[""g60"", ""g30"", ""g15"", ""g900"", ""g1800"", ""g9000"", ""c4"", ""a5"", ""v4"", ""k22"", ""p1"", ""p3"", ""d5"", ""s1"", ""s3"", ""c3"", ""c5""]",source-path reference family,"Filenames, URLs, schema keys and proof-check identifiers",,,,,,,Metadata triage; source file identifies any referenced object.,"Lower-case fragments in a path can refer to a named structure, but the whole source identifier is the object being indexed in that occurrence. No automatic case-folding equates arbitrary lower-case variables with upper-case group labels. Lowercase c3/c5 here occur in source filenames and HTML anchors; they are retained as locators rather than case-folded into mathematical C3/C5.",Example: native_g60_...json is a source path mentioning G60,A source-path reference is not another independent mathematical occurrence or a new native group.,"[""CENSUS"", ""CORE"", ""BUNDLE_INPUT""]"
three-section-coordinate,Three-section coordinate set,"[""X3"", ""X_3""]",finite coordinate set,Three-state factor of the earlier twelve-section closure surface,,3,,,,,Source-defined notation; no new mathematical producer run.,The source writes the section set as X12 ~= X3 x X4. X3 is the three-element coordinate set carrying the stated S3 permutation action. It is not the acting group itself and is not a three-dimensional vector space.,"|X3|=3; (sigma,d).(s,q)=(sigma(s),d(q))","Keep separate from the C3 rotation subgroup, full S3 action, and the normalized Z3 coordinate in the relational-kernel model until the specific coordinate comparison is supplied.","[""OLDER_SECTION_SURFACE""]"
initial-history-prefix,Initial history prefix for a freedom comparison,"[""h0"", ""h_0""]",history-variable role,Specified initial prefix in the finite-frame freedom comparison,,,,,,,Source-defined notation; no new mathematical producer run.,"h0 marks the reference prefix from which resolved freedom is measured. Its zero subscript identifies its role in the comparison, not a zero-degree homology group or a fixed native state number.",R_W(h)=F_W(h0)-F_W(h),The choice of initial history and the fixed completion universe are part of the comparison. Do not confuse h0 with H_0 homology.,"[""CORE""]"
predictive-history-test-pair,Histories compared for predictive equivalence,"[""h1"", ""h2"", ""h_1"", ""h_2""]",indexed history variables,Two histories evaluated against the same future-language and response criterion,,,,,,,Source-defined notation; no new mathematical producer run.,"The indices distinguish the two arguments of predictive equivalence. They do not designate the native two-state alphabet {2,3}, homology groups H1/H2, or an ordered generator list.","h1 ~_pred h2 iff L(h1)=L(h2) and O(h1,w)=O(h2,w) for all w in the common admitted language","Agreement on only some intersecting tests is weaker than this definition. The labels are variables, not newly defined carriers.","[""CORE""]"
t10-native-macro,Native decagonal macro-history actor,"[""T10"", ""T_10""]",native permutation / named actor,"Selected native G60 macro transport, with separately reported six-axis image",,,,,,,Source-recorded; no historical producer re-executed in this sweep.,T10 is the named actor used by the macro-history alphabet. The inherited source records T10^5=b and T10^10=I. Its conference image has even orientation and a five-cycle plus a fixed analyzer axis. The complete native action and its quotient image have different orders.,"Native: T10^5=b, T10^10=I; conference quotient: order 5, cycle type 5+1","Not the generated subgroup <T10> itself. Not the same-face reverse-edge connection T_10=T_01^-1, and not F_reg^2. Full actor provenance is inherited, not replayed here.","[""MACRO_EXCERPT"", ""CONF_ACTION"", ""CORE""]"
h40-dart-incidence,Two-dodecahedral dart-incidence graph reference,"[""H40"", ""h40""]",source-referenced finite graph,Graph pairing dart descriptions of the native sixty states,,40,,,,,Source-recorded; no historical producer re-executed in this sweep.,"An upstream verdict preserved in the signed-face audit names h40 as the graph whose sixty edges pair the sixty dart descriptions from two complementary dodecahedral graphs. It associates the forty native G60 triangles with the twenty plus twenty vertex stars. This supplies a graph role for the label, but not the full original edge table in this sweep.",Reported correspondence: 60 G60 states <-> 60 h40 edges; 40 G60 triangles <-> 20+20 vertex stars,"Do not confuse this graph reference with frontier H40, homology, or an abstract group of order forty. Original audit024 adjacency and exact maps remain to be recovered.","[""H40_REFERENCE""]"
escaped-string-fragment,Serialized escape-sequence false matches,"[""n0"", ""n1""]",lexical false-positive bin,JSON strings containing escaped newline followed by a digit,,,,,,,"Scanner artifact, not a mathematical object.",The raw text pattern can match n0 inside a JSON escape such as backslash-n followed by 0. That is not an indexed variable n0. The occurrence inventory preserves it and flags the escape context.,JSON raw text: \n0,Do not create a mathematical structure from a serialization artifact.,"[""CORE""]"
